Posição,Usuário,Data,Link,Legenda,Decupagem
Oposição,Eduardo Girão,06 de jun.,https://www.instagram.com/reel/CtKCiDdNwou/,"❌18 a 12: C/MEU VOTO CONTRÁRIO FOI APROVADO O “RELATÓRIO” EIVADO DE NARRATIVAS…MAS A VERDADE TRIUNFARÁ AO LONGO DO TRABALHO👈🏾

Olha as “coincidências”; mais da metade dos parlamentares integrantes da CPMI dos atos do dia 8 de janeiro não assinou o requerimento para a instalação da mesma e o número de congressistas do Maranhão (terra do min Flávio Dino) é latente na Comissão (empatado com SP) , ou seja,houve uma invasão dos governistas…Isso prova que o Governo LUL4 SEQUESTR0U a CPMI , instrumento legitimo da oposição, da minoria que foi feito também para investigar o próprio governo. Para quem não queria a instalação, por qual motivo tanto quer a todo o custo ter o domínio da CPMI ? Seria preocupação com o que vem sendo revelado a cada dia? Para mim, uma proteção extra aos poderosos que estão no governo e que precisam explicar eventuais omissões no dia 8/1 como , por exemplo, por que a guarda presidencial foi desmobilizada se 48 agências do Gov. LUL4 foram alertadas que o objetivo dos atos seria destruir as instituições da praça dos três poderes. Seguiremos combativos na busca pelo que é correto. Doa a quem doer. 
Que a Justiça prevaleça em nossa Nação! 
Jesus no comando. Sempre.
Paz & Bem 👍🇧🇷☀️🙏🏽
#senadoreduardogirão #éticanapolítica #justiçaparatodos #fimdaimpunidade #pelobrasil #peloceará #cpmi","<Parlamentar falando na CPMI. Abaixo do vídeo há uma moldura onde é possível ler ""OS SINAIS EXPLÍCITOS DA BLINDAGEM A DINO""> 

Eu acabei de ouvir um colega falando, e eu respeito o que ele fala, mas permita-me discordar frontalmente, quando ele diz que o governo é vítima, o governo Lula é vítima disso tudo. Ora, se fosse vítima, o governo Lula não sabotaria, boicotaria, como fez essa comissão desde o início.

Parlamentares denunciaram que receberam oferta de cargo, de dezenas de milhões de reais, a imprensa noticiou isso, para retirar a assinatura.

Se o governo quisesse uma investigação disso, isso teria acontecido há muito mais tempo. Não precisaria vazamento de imagem de CNN como aconteceu.

Agora, nós temos que observar os sinais. observar os sinais. Essa CPMI é composta mais da metade. 53%, senador Esperidião Amin, de parlamentares que não assinaram essa CPMI. Não queriam. Aí, de uma hora pra outra, ocupam, invadem.

O Maranhão é o Estado, junto com São Paulo, que mais tem parlamentares. Aí a gente fica imaginando, é querer blindar o ministro da Justiça? Essa é uma pergunta que lá fora as pessoas fazem.

Ou pode ter o peso de tirar a mão do governo. As omissões têm que ser investigadas com responsabilidade por essa casa. Está aí o relatório da Abin, que o senador Amin colocou agora há pouco, que é uma pulga atrás da orelha. E todo mundo quer saber.

Nós precisamos ter acesso, sim, à questão das investigações que estão sob sigilo, porque é justamente isso o problema.

O Brasil não tem justiça hoje. O Brasil não se respeita os direitos de quem foi preso, o devido processo legal. Advogados não têm acesso aos autos. Nós não podemos aceitar, independente se é de direita, se é de esquerda, se é de centro.

Eu sou partidário que quem errou tem que ser punido. De qualquer orientação ideológica nisso tudo.

Já teve divulgação na grande mídia dizendo que tinha filiado do PT participando dentro do Congresso Nacional. Nós não vamos ter acesso a essas imagens? Eu já pedi dezenas de vezes no Plenário à presidência da casa, o senador Rodrigo Pacheco, mas não recebi.

Essa CPMI é para isso, é para que a gente. Possa fazer o nosso trabalho.

E para encerrá-la nesses 20 segundos, essa questão do general do Lula, do GSI, General Gonçalves Dias, é algo, senadora Elisiane, que tem que ter o mesmo peso de outros nomes que estão aí. Eu concordo com a senhora.

Inclusive tem pedido de prisão coletiva de senadores e deputados de vários partidos em relação à questão do G Dias sobre essa falsificação de um documento e sobre tudo isso que está obscuro no nosso país.
"
Oposição,Eduardo Girão,06 de jun.,https://www.instagram.com/reel/CtJRxo2MX8q/,"☀️JÁ A POSTOS P/ 2ª SESSÃO DA CPMI DO DIA 8/1. Q A JUSTIÇA VENÇA🇧🇷

Desde cedinho já estou aqui no senadofederal para servir ao Brasil na tão esperada CPMI dos atos do dia 8/1. Está marcada para as 09 hs o debate sobre o plano de trabalho desta Comissão que foi tão sabotada e boicotada por aqueles que se dizem vítimas mas parecem não querer investigação…A população brasileira precisa ter conhecimento do que de fato ocorreu naquele fatídico dia. 
Que a Verdade prevaleça em nossa Nação! 
Jesus no comando. Sempre. 
Paz & Bem 👍🇧🇷☀️🙏🏽
#senadoreduardogirão #éticanapolítica #justiçaparatodos #fimdaimpunidade  #pelobrasil #peloceará #fimdaimpunidade","<Parlamentar falando na frente da agenda do Senado, destacando a reunião da CPMI do 8 de janeiro>

Muitíssimo bom dia terça-feira dia 6 de junho 7 horas da manhã, estou aqui no Senado Federal e está agendado para daqui a pouco 9 horas, dá para ver aqui, 9 horas a reunião já deliberativa sobre o plano de trabalho da CPMI do dia 8 de janeiro.

A outra medida provisória foi cancelada porque aqui no Senado Federal essa semana extraordinariamente foi definido, por causa do feriado que vai ter, votações virtuais, remotas, né? CPMI não, CPMI presencial. Agora, o plenário, outras comissões, a votação é uma votação que vai ter deliberativa, tem pautas, mas pode ser virtual, né?

Ali no fundo é o plenário do Senado Federal, 50 metros daqui, logo depois a Câmara dos Deputados.

Hoje tá bem vazio, ontem também tava vazio aqui o Senado e a gente já tá aqui já pra se preparar porque também haverá a sessão, tá sendo decidido se hoje à tarde ou amanhã pela manhã da CPMI, também pra deliberar sobre requerimentos. Já tem aí quase mil requerimentos entre senadores e deputados sobre a CPMI do dia 8.

Então a gente vai, tem muitos meus aí, tem mais de 60 meus, tem de informações, para oitivas também, e a deliberação deve ser entre hoje e amanhã.

Vamos passando informação aqui para vocês, uma terça-feira de muita luz, muita paz, harmonia, com Jesus no comando para você e sua família.

Muita paz!
"
Oposição,Marco Feliciano,06 de jun.,https://www.instagram.com/reel/CtKutMMP2L2/,"🚨DENÚNCIA🚨
Governo “sequestra” a CPMI dos atos do dia 8 de Janeiro.","<Parlamentar no salão da CPMI, mas o espaço já está vazio> 

Olá pessoal, terminamos aqui a primeira reunião da CPMI para aprovação aqui do plano de trabalho da relatora e, sinceramente, eu não estou feliz e vou explicar para vocês o porquê.

<Imagens dos deputados olhando o painel de votação. A imagem volta para o parlamentar em seguida>

O governo não queria essa CPMI, o governo tentou cooptar parlamentares para que tirassem as assinaturas da CPI do dia 8 de janeiro e somente por conta daquele vídeo que a CNN vazou do general G. Dias é que a CPMI foi instalada por causa do clamor popular.

E o que aconteceu na sequência? O governo sequestrou a CPI. De que forma? Ele colocou o maior número de membros aqui na CPI, que é do governo. O governo pediu a relatoria, a relatora Elisene Gama. Ela é governista. O primeiro vice-presidente da Câmara, da CPMI, ele é governista. O presidente Arthur Maia, que é o presidente, não assinou a CPMI. Aliás, dos quatro que estão na mesa, três não assinaram a CPMI. Elisene Gama não assinou. Cid Gomes não assinou e Arthur Maia não assinou. Então nós temos aqui uma CPI completamente sequestrada pelo governo.

Nós tivemos aqui a primeira derrota, que foi a aprovação do plano de trabalho da relatora, cheia de coisas ruins. Inclusive não aceitando subrelatorias, ou seja, uma CPMI desse tamanho, com mais de 300 pessoas presas, mais de 2 mil pessoas que foram envolvidas nisso, como é que nós vamos dar conta de fazer isso tudo na mão da relatora? Uma relatora que no seu primeiro dia de trabalho já disse que todos eram golpistas. Ou seja, a CPMI já está comprometida, o governo a sequestrou e daqui em diante não vai ser nada fácil.

Então, peço que vocês aí, somente um clamor popular pode fazer alguma coisa nesse momento. De que forma, pastor? Eu ainda não sei. A não ser você marcar os deputados e senadores e falar que não houve golpe no Brasil. Pode ter havido, sim, algumas pessoas que são vândalos, pessoas desesperadas, mas golpe? Sem arma de fogo? Não houve.
"
Oposição,Flávio Bolsonaro,13 de jun.,https://www.instagram.com/reel/CtcX1jHsFfb/,"Inacreditável! Simplesmente o cara que foi o estopim para a abertura da CPMI do 8 de janeiro, o general do GSI do Lula que aparece em imagens supostamente ajudando invasores e que teria falsificado um relatório da ABIN, não foi convocado. Que tipo de investigação é essa que não quer ouvir uma testemunha chave?","<Montagem mostrando uma reportagem da CNN com imagens de Gonçalves Dias no 8 de janeiro. No lettering é possível ler ""IMAGENS MOSTRAM AÇÃO DO GSI DURANTE ATAQUE AO PLANALTO"", na montagem há um texto em destaque: ""INACREDITÁVEL. Este senhor não foi convocado para CPMI do 08 de janeiro"">

(Jornalista 1) Esse que aparece na imagem é o ministro-chefe do GSI, general Marco Edson Gonçalves Dias. Ele está na antessala do gabinete presidencial enquanto há criminosos no local.

(Jornalista 1) As imagens de câmeras de segurança a que a CNN teve acesso com exclusividade revelam o tratamento de funcionários do GSI e do próprio ministro Gonçalves Dias com os invasores, após cenas de depredação e ataques ao patrimônio público.

(Jornalista 1) Às 4h29 da tarde, o ministro do Gabinete de Segurança Institucional, Gonçalves Dias, aparece sozinho no terceiro andar do palácio. Ele caminha pelo local e tenta abrir algumas portas. O ministro entra no gabinete presidencial. Em seguida, Gonçalves Dias volta pelo mesmo corredor e parece orientar os invasores a deixarem o palácio.

(Jornalista 1) Eles caminham em direção à escada, local de saída do prédio. 

<Agora imagens da JP News. No lettering diz ""GSI de Lula falsificou relatório sobre invasões em Brasília. Documento adulterado foi enviado ao Congresso e ao STF"">

(Jornalista 2) Na reportagem do jornal O Globo, o gabinete de segurança institucional do governo Lula, comandado até então pelo general Gonçalves Dias, teria falsificado um relatório sobre as invasões em Brasília.

Jornalista 2) O material é composto por dois documentos da Agência Brasileira de Inteligência sobre o episódio e a comparação entre eles mostra que o GSI teria adulterado o primeiro relatório enviado ao Congresso Nacional e retirado do documento os registros de que Gonçalves Dias foi informado sobre o risco das invasões.
"
Oposição,Marco Feliciano,13 de jun.,https://www.instagram.com/reel/CtcYzbIrWD9/,Sequestraram a CPMI dos atos de 8 de Janeiro.,"<Parlamentar falando durante a comissão>

Senhor presidente, só para confirmar tudo o que o André disse, eu queria que o Brasil todo prestasse atenção no que o governo está fazendo. O governo que sequestrou a CPMI que não queria. Mais de 60% dos membros dessa CPMI não assinaram a CPI. Eles que diziam que não tinham nada a esconder, agora retiram da pauta os nossos requerimentos que são importantes.

Brasil, entenda. O requerimento 856 convoca o general G Dias, aquele que deu água aos manifestantes lá dentro do GSI, e o governo não quer que convoquemos ele aqui. O requerimento 157, imagens das cúpulas do Congresso Nacional, Senado e Câmara. Não querem que nós vejamos o que está armazenado nessas imagens. Requerimento 159, imagens das câmaras do circuito interno do Ministério da Justiça, que o André já disse aqui, que o ministro Flávio Dino se contradisse lá dentro da Câmara dos Deputados.

Brasil, essa CPMI já virou circo."
Oposição,Eduardo Girão,13 de jun.,https://www.instagram.com/reel/Ctc9woNO-GQ/,"📣”CEREJA DO BOLO”: A MÁSCARA CAIU APÓS REJEIÇÃO DOS REQUERIMENTOS DA…OPOSIÇÃO ❌

Tudo foi exposto e ficou feio demais para o Governo LUL4 que desacreditou de vez a CPMI dos atos de 8/1 perante a opinião pública brasileira. Depois dos integrantes da oposição terem votado 100% para aprovar todos os requerimentos de um lado e do outro, defensores do Governo LUL4 se entregaram… Mostraram que querem “meia investigação” , ou seja, “meia verdade”!! Não ouvir o “general do LUL4” G. DIAS é inaceitável assim como imagens do MJSP  no fatídico dia e tentos outros convites e documentos…

Com todo respeito ao belíssimo Maranhão, Estado que admiro, por um povo acolhedor e belezas naturais estonteantes, mas a manobra do Gov. LULA através de parlamentares Maranhenses e demais governistas foi explicita…

Também….Como pode o Estado do Ministro da Justiça ter mais integrantes na Comissão do que o Estado mais populoso do País? E as coincidências não ficam por aí: 60% dos Senadores titulares da CPMI não assinaram o requerimento de instalação da mesma ou seja: Não queriam a investigação parlamentar. 

Por que o Gov. LUL4 SEQUESTR0U a CPMI? Por que querem blindar o Min Dino? O que tanto temem e querem esconder dos brasileiros? Que a Verdade e a Justiça prevaleçam em nossa Nação.

A íntegra da minha fala na CPMI está no Y0U TUB3!

Deus no controle. De tudo!
Paz & Bem 👍🇧🇷☀️🙏🏽

#senadoreduardogirão #pelobrasil #peloceará #justiçaparatodos #transparência #éticanapolítica #jesusnocomando #cpmi","<Parlamentar falando na CPMI. Há uma moldura em cima e em baixo do vídeo. Em cima é possível ler ""O Golpe foi Dado!"", em baixo ""Gov. Lul4 obstrui investigação ampla da CPMI de 8/1"". 

O golpe está aí, está exatamente nessa votação, deixando claro que nós votamos a favor de tudo o que foi colocado aqui, simplesmente tudo. Agora eu não entendo porque o governo se pela de medo e quer tirar do direito nosso de investigar. A população que a verdade.

O que é que foge do escopo quando você pede a cópia integral dos documentos que resultaram na dispensa de militares do batalhão da Guarda Presidencial? Por que não aprovar isso, gente? Se tem documento da GSI mostrando que dois dias antes o governo federal, sabendo do que ia acontecer, desmobiliza. É como se abrisse a porteira.

Outro documento importante aqui, que eu não entendo porque o governo não quer aprovar, requer o acesso de todas as imagens, de todos os ambientes monitorados, do circuito interno de TV, sabe de onde? De onde? Do Ministério da Justiça. Onde a imprensa já demonstrou, vários parlamentares perguntam, onde é que estava a Guarda de Segurança Nacional, a Força de Segurança Nacional naquele dia? Essas imagens são essenciais, não vamos fazer isso, porque [se fizer] essa CPMI vai escancarar uma proteção, uma blindagem ao governo Lula.

E a última, só para concluir, presidente, e mostrando a força do governo, realmente tem que reconhecer, uma força poderosa do governo Lula que veio invadir essa CPMI para blindar. Olha o último requerimento aqui, requer a quebra do sigilo para informar os números dos celulares que fizeram login na rede Wi-Fi do Palácio do Planalto. Por quê que não se quer mostrar o que aconteceu no dia 8? Nós estamos aqui para investigar ou não os atos absurdos que aconteceram no Brasil, especialmente no dia 8?

Porque eu concordo que teve outras coisas que foram crescendo, eu concordo com o governo. Outros atos que foram crescendo para desencadear no dia 8. Mas por que não investigar o próprio dia 8? O próprio dia 8 também."
Oposição,Eduardo Girão,13 de jun.,https://www.instagram.com/reel/CtcFCJYLt60/,"❌ENSAIO FOTOGRÁFICO NEGADO. BLINDAGEM AO GOV.FEDERAL ESCANCARADO NA CPMI📌

Eles perderam a vergonha e não escondem o S3QU3STR0 da Comissão mista parlamentar de inquérito sobre os atos do dia 8/1. 

Hoje tivemos vários requerimentos negados pela maioria que invadiu a Comissão para sabotar, boicotar uma investigação ampla que a sociedade anseia. Só para vc ter uma ideia, eu e outros Parlamentares, de diversos partidos, entramos com pedido para ouvir o jornalista flagrado em imagens das câmeras de segurança do Palácio do Planalto e que só vieram a público por conta do vazamento da cnnbrasil.

Se é uma “F4K3 N3WS” que o jornalista estava envolvido com os manifestantes ou teve permissão de “peixe graúdo”, por qual motivo o Governo Lul4 se esforça tanto na “cara dura” para que não o convoquemos?

Que a Verdade e a Justiça prevaleça. Deus no controle. De tudo! 
Paz & Bem 👍🇧🇷☀️🙏🏽

#senadoreduardogirão #pelobrasil #peloceará #justiçaparatodos #transparência #éticanapolítica #jesusnocomando #cpmi #fimdaimpunidade","<Parlamentar falando na CPMI. O vídeo vem com uma moldura em cima e em baixo. Em cima, um texto diz ""Por que o Gov. Lul4 não quer o depoimento do"" continuando em baixo ""fotógrafo da Reuters na CPMI de 8/1?"">

Eu quero deixar muito claro que voto todo tipo de requerimento, de um lado ou de outro. O seu encaminhamento eu vejo como perfeito aqui nessa sessão. Agora, a gente não pode jamais, por uma questão de coerência, de critérios que foram adotados, deixar de chamar o senhor Adriano Machado.

<Vídeo muda para cenas de câmera de Segurança no Palácio do Planalto no dia 8 de janeiro de 2023 (é possível ler a data no vídeo). Nela uma pessoa com camiseta amarela e usando a bandeira do Brasil como capa se aproxima de uma porta de vidro, seguida por um fotojornalista e outras pessoas com bandeiras do Brasil, e começa a chutar a porta de vidro. Tendo desbloqueado a porta ele e os outros entram na sala que estava fechada. Nela, o jornalista mostra a foto feita para o grupo. O fotógrafo sai da sala, mas logo o homem que chutava a porta corre atrás dele e pede para ver a foto novamente. Eles se cumprimentam amigavelmente e o fotógrafo sai de cena>

Eu queria reiterar o apelo feito por alguns colegas aqui, porque aquela cena é uma cena muito forte de um vazamento que houve, eu acho que essa CPMI aconteceu definitivamente por causa daquele vazamento, porque ela estava caminhando para um boicote, para uma sabotagem do governo Lula, quando começou a oferecer, segundo a imprensa, parlamentares denunciaram, dezenas de milhões de reais para parlamentares retirarem as assinaturas, assim como cargos federais também oferecidos.

E eu queria colocar para o senhor que aquele vazamento – e uma imagem chocante – é um fotógrafo de uma grande agência internacional, que também trabalha para empresas locais de comunicação, que pareceu uma encenação. Tipo assim, peraí, vamos ver, quebra agora. Não, faz de novo.

<Retornam as imagens do parlamentar falando na CPMI>

Então, a gente tem que dar o exemplo aqui, Sr. Presidente, de buscar a verdade. O que tiver que votar de Bolsonaro, você pode contar que eu voto. Agora, o que tiver de governo Lula, nós precisamos também votar, para ver, exatamente, buscar a verdade.

Eu acho que chegou a hora. Vai ficar feio uma comissão que foi ocupada, que é um instrumento da minoria, da oposição, e sinceramente vai ter blindagem aqui de quem veio ocupar? 60% dos colegas senadores não assinaram essa CPMI que é, repito, um instrumento da oposição, um instrumento legítimo da minoria.

Nós estamos querendo fazer um trabalho aprovando tudo, tudo, mas o governo não quer. Justamente o governo que se diz vítima, que sempre se disse que esses atos do dia 8, ele era vítima, ele nunca quis investigação. E está aqui a prova hoje, não quer a investigação.
"
Oposição,Flávio Bolsonaro,14 de jun.,https://www.instagram.com/reel/CtfWKX0gsUH/,"Deputado departhuroliveiramaia agiu com nobreza, pelo bem da Justiça e do equilíbrio na CPMI.
Agora iremos investigar de verdade o 8 de janeiro!","<Montagem mostrando tweets do presidente da CPMI Arthru Maia, com uma música tensa, mas empolgante,  de fundo>

<Nos tweets se lê: ""Foi constrangedor ver a maioria do colegiado da CPMI do 8 de janeiro rejeitar requerimentos de convocação de personagens centrais nessa investigação, como é o caso do GDias, ex-GSI, do Saulo Moura da Cunha, ex-Abin, e do Ministro da Justiça, Flávio Dino. Na próxima sessão, me comprometo a pautar os requerimentos representados e o farei quantas vezes forem necessárias. Espero que possamos aprovar todos os nomes, sem distinção, para garantir que todos sejam ouvidos a fim de que se chegue na verdade. Confio na consciência daqueles deputados que têm compromisso com a opinião pública e acredito que a gente consiga mudar essa realidade. É inaceitável ouvir apenas um lado""> "
Oposição,Eduardo Girão,14 de jun.,https://www.instagram.com/reel/CtfgOgmsKIB/,"🗣️C/A PALAVRA UM DOS MAIORES JURISTAS DO BRASIL✍️

Gratidão ao ilustre professor Dr ivesgandradasilvamartins - referência de ser humano, cristão e profissional renomado internacionalmente - pelas considerações sobre nosso posicionamento na CPMI do dia 8/1; CPI ou CPMI são instrumentos legítimos - e históricos - da oposição  e da MINORIA, não da máquina de um Governo de ocasião. 

Quando o Gov.LUL4 invade, sequestra deliberadamente essa comissão com a força bruta do poder pelo poder para fazer uma investigação seletiva é a instituição que perde, a democracia que é violada…

Após a quase “confissão de culpa” do Governo Federal com os seus parlamentares rejeitando os requerimentos da oposição ontem e com a enorme repercussão negativa na sociedade me traz um alento as mensagens públicas emitidas pelo Presidente da CPMI departhuroliveiramaia que vai rever os requerimentos rejeitados para que a Comissão seja minimamente imparcial. (Veja nos stories seus tweets). 

A oposição e os cidadãos do País que acompanham esse importante tema renovam a esperança no triunfo do bom senso e da Justiça a partir dessa postura correta do Deputado Presidente da CPMI, Arthur Maia, que se compromete a pautar quantas vezes sejam necessárias os Requerimentos rejeitados na última sessão na busca do equilíbrio das investigações para que as mesmas sejam ampla e irrestritas. 

Que a Verdade prevaleça em nossa Nação. Deus no controle. De tudo!
Paz & Bem 👍🇧🇷☀️🙏🏽

#senadoreduardogirão #pelobrasil #peloceará #justiçaparatodos #transparência #éticanapolítica #jesusnocomando #cpmi #8dejaneiro #fimdaimpunidade","<Yves Gandra Martins em um escritório, falando olhando diretamente para a câmera>

Assisti a manifestação do senador Girão na CPI do dia 8 de janeiro e realmente os argumentos que ele apresenta são extremamente ponderáveis. Pelo artigo 58, parágrafo terceiro da Constituição, a CPI é uma forma, se for de fato concreto, de o Congresso se manifestar, recebendo inclusive poderes semelhantes aos poderes do Poder Judiciário. E é um instrumento da oposição, porque é maneira da oposição fazer investigações maiores sobre o que o Executivo está praticando naquilo que a oposição evidentemente está divergindo.

Houve uma luta, como dizia o Senador Girão, para que essa CPI fosse aceita e que obterem assinaturas, deputados colocavam, o governo forçava para que essas assinaturas fossem retiradas e, por fim, houve um momento em que não era mais possível controlar porque o próprio povo queria saber porque toda omissão do governo federal não foi examinada até aquele momento, tanto pelo Poder Judiciário quanto pelo Poder Legislativo. 

Foi constituída a comissão. Por incrível que pareça, a relatora se negou a assinar o pedido de CPI, foi nomeada relatora de uma CPI que ela não queria e se negou a assinar, diz o senador Girão.

E por outro lado, a maioria dos que representam o Senado na CPI não quiseram assinar o pedido de CPI. Diz ele que evidentemente isso retira da oposição, que foi quem estava querendo saber a verdade verdadeira, a força dentro da CPI.

Mas o que mais tem preocupado é que todos os requerimentos que ele tem apresentado no sentido de que se ouçam aqueles que se omitiram a atuar naquele dia 8.

Porque o governo do estado de São Paulo teve as mesmas informações do governo federal no dia 6 de janeiro, que haveria esses movimentos. O que fez o secretário de justiça de São Paulo? reforçou a polícia militar em todos os pontos em que havia aglomeração de pessoas. O que fez o ministro da justiça do governo federal? Inclusive diminuiu a guarda, apesar da informação, do próprio palácio naquele tempo, naquele dia.

E mais do que isso, nós vimos os vídeos que só foram liberados depois de muita pressão junto à Suprema Corte, em que as autoridades andavam com a maior tranquilidade entre os chamados golpistas naquele período.

E diz o senador Girão, e isso é que eu acompanhei no seu depoimento, ele quer ouvir essas pessoas. Afinal de contas, por que essa omissão? Por que São Paulo tomou as providências e o governo federal não tomou? Por que o secretário de Justiça daqui garantiu a tranquilidade no governo do estado de São Paulo e o ministro da Justiça não garantiu lá no governo federal?

Para que nós, comuns mortais, nós que não somos cidadãos governamentais, que somos do povo, não temos nenhum cargo dentro do poder, é o que nós queremos saber. É o que o senador Girão tem procurado bater nesta CPI do dia 8, para que se conheça quem mandou praticar aqueles atos. Quais são os verdadeiros agressores do patrimônio público, aqueles que individualmente agrediram o patrimônio e por essa razão são aqueles que devem ser punidos? E quais são aqueles que se omitiram na defesa desse patrimônio, tendo, há mais de 48 horas, a informação que haveria aquele movimento?

Parece, a meu ver, sendo apenas um cidadão não governamental, um cidadão do povo, um cidadão que lê os acontecimentos e ouve os acontecimentos, eu também gostaria, bom, creio que os meus seguidores gostariam, de saber o que aconteceu com o depoimento de todos, dos que praticaram, dos que foram responsáveis e dos que se omitiram.
"
Oposição,Marcos Rogério,20 de jun.,https://www.instagram.com/p/Ctuosv0uqtd/,"Hoje, fiz questão de comparecer à CPMI de 8 de janeiro para acompanhar o andamento dos trabalhos. Ouvimos o depoimento do ex-diretor da Polícia Rodoviária Federal (PRF), Silvinei Vasques, sobre a atuação da PRF nas eleições. 

Apesar de não ser integrante, estou acompanhando os trabalhos e prestando apoio aos parlamentares da oposição. 

#Senado #SenadorMarcosRogério #MarcosRogério #Rondônia",<Foto do parlamentar na CPMI>
Oposição,Marco Feliciano,20 de jun.,https://www.instagram.com/p/CtuBLuSOoB1/,"Finalmente!

O requerimento de convocação foi aprovado pelos membros da CPMI. As tentativas do governo de blindar o general, parecem que fracassaram. Além de GDias, a CPMI aprovou ainda, a ida do coronel Jean Lawand Júnior, oficial do Exército; e Saulo Moura, ex-diretor da Abin. 

#CPMIdodia08 #depmarcofeliciano","<Imagem mostrando Lula e G. Dias abraçados>

<Em cima, o texto em letras vermelhas e amarelas: Finalmente! GDias finalmente é convocado para depor na CPMI do dia 08 de janeiro>

<em baixo, uma manchete da Revista Oeste: Convoca;áo de general Gonçalves Dias é aprovada na CPMI>

<No final do post uma assinatura do parlamentar, com sua foto olhando de forma altiva>"
Oposição,Marco Feliciano,20 de jun.,https://www.instagram.com/reel/CttsnnMOnhO/,Diretamente da CPMI do dia 8 de Janeiro.,"<Imagens da CPMI, mostrando vários parlamentares, com uma trilha sonora de suspense no piano>

<O texto ""CPMI do dia 8 de janeiro - 20/06/2024"" aparece em baixo da tela>

<O parlamentar aparece em conversas com parlamentares de oposição e governistas, e em entrevistas> "
